id,host_id,latitude,longitude,neighbourhood_cleansed,price,room_type,property_type,accommodates,bedrooms,beds,bathrooms_text,minimum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,host_is_superhost,license,calculated_host_listings_count,reviews_per_month,price_w,log_price,log_price_w
24967807,188755522,43.64121,-79.39822,Waterfront Communities-The Island,186.0,Entire home/apt,Entire condo,4,1.0,2.0,1 bath,28,282,41,4.73,t,f,Unknown,1,0.45,186.0,5.225746673713202,5.225746673713202
24971391,58113832,43.78819,-79.41043,Newtonbrook East,37.0,Private room,Private room in bungalow,2,1.0,1.0,2 shared baths,29,323,27,4.33,f,t,Unknown,7,0.3,37.0,3.6109179126442243,3.6109179126442243
24976431,5761933,43.66354,-79.44922,Dovercourt-Wallace Emerson-Junction,119.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,316,12,4.92,f,f,Unknown,1,0.13,119.0,4.77912349311153,4.77912349311153
24983537,164815285,43.80003,-79.29945,L'Amoreaux,64.0,Private room,Private room in home,2,1.0,1.0,1 private bath,28,315,0,4.89,f,f,Unknown,10,0.87,64.0,4.1588830833596715,4.1588830833596715
24992471,23310500,43.677,-79.34943,North Riverdale,101.0,Entire home/apt,Entire rental unit,5,2.0,2.0,1 bath,28,323,72,4.62,t,f,Exempt,9,0.79,101.0,4.61512051684126,4.61512051684126
24995413,183406518,43.74483,-79.49226,York University Heights,58.0,Private room,Private room in townhouse,1,1.0,1.0,1 shared bath,28,359,0,4.89,t,f,Unknown,1,0.87,58.0,4.060443010546419,4.060443010546419
24995936,188971582,43.643613574788965,-79.38131868113814,Waterfront Communities-The Island,392.0,Entire home/apt,Entire condo,4,2.0,2.0,2 baths,2,355,177,4.99,f,t,STR-2107-FGMHHB,1,1.96,392.0,5.971261839790462,5.971261839790462
25017274,140335189,43.75084,-79.25396,Bendale,66.0,Entire home/apt,Entire guesthouse,2,1.0,3.0,1 bath,28,179,201,4.69,f,f,STR-2009-GCLXPF,1,2.23,66.0,4.189654742026425,4.189654742026425
25025733,808089,43.76613,-79.18844,West Hill,48.0,Private room,Private room in townhouse,2,1.0,1.0,1 private bath,2,327,185,4.84,f,t,STR-2011-JFHDVM,1,2.03,48.0,3.871201010907891,3.871201010907891
25032561,23310500,43.67705,-79.34784,North Riverdale,81.0,Entire home/apt,Entire rental unit,2,1.0,2.0,1 bath,28,226,108,4.62,f,f,Exempt,9,1.19,81.0,4.394449154672439,4.394449154672439
25044756,149163639,43.67235,-79.40258,Annex,81.0,Entire home/apt,Entire rental unit,4,0.0,2.0,1 bath,28,315,31,4.45,t,t,Unknown,7,0.34,81.0,4.394449154672439,4.394449154672439
25045487,69532595,43.67822,-79.43309,Wychwood,119.0,Entire home/apt,Entire home,4,2.0,3.0,1 bath,28,233,24,4.79,f,t,Unknown,1,0.26,119.0,4.77912349311153,4.77912349311153
25066463,71372392,43.64334,-79.45046,High Park-Swansea,95.0,Private room,Private room in home,2,1.0,1.0,1 private bath,2,75,48,4.98,f,f,STR-2204-FMVVHC,1,0.54,95.0,4.553876891600541,4.553876891600541
25082702,181695830,43.74324,-79.24319,Eglinton East,68.0,Private room,Private room in townhouse,2,1.0,1.0,1.5 shared baths,28,89,28,4.75,f,f,Unknown,1,0.31,68.0,4.219507705176107,4.219507705176107
25083487,187548308,43.76829,-79.4978,York University Heights,32.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,28,303,48,4.67,f,f,STR-2010-JDHDPM,11,0.53,32.0,3.4657359027997265,3.4657359027997265
25098027,189713885,43.80183,-79.39013,Bayview Woods-Steeles,80.0,Entire home/apt,Entire rental unit,4,2.0,2.0,1 bath,28,97,48,4.44,f,f,Unknown,1,0.53,80.0,4.382026634673881,4.382026634673881
25098205,119476920,43.79583865321016,-79.18508145355014,Highland Creek,35.0,Private room,Private room in home,1,1.0,2.0,1 shared bath,28,364,24,4.75,f,t,STR-2011-GSLXVG,1,0.27,35.0,3.5553480614894135,3.5553480614894135
25099050,3966446,43.70336,-79.38618,Mount Pleasant East,140.0,Entire home/apt,Entire rental unit,3,1.0,2.0,1 bath,3,253,157,4.95,f,t,STR-2409-FYQLBR,1,1.73,140.0,4.941642422609304,4.941642422609304
25101205,164815285,43.80013,-79.29961,L'Amoreaux,55.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,28,315,1,5.0,f,f,STR-2012-FDYXVB,10,0.01,55.0,4.007333185232471,4.007333185232471
25139073,159735119,43.64385,-79.39182,Waterfront Communities-The Island,20.0,Entire home/apt,Entire condo,4,3.0,3.0,2 baths,70,71,69,4.87,f,f,Unknown,8,0.76,32.0,2.995732273553991,3.4657359027997265
25166656,190170122,43.69590759277344,-79.30549621582031,Woodbine-Lumsden,363.0,Entire home/apt,Entire home,6,3.0,3.0,2.5 baths,5,179,29,4.79,f,f,STR-2409-GCXVPS,3,0.32,363.0,5.8944028342648505,5.8944028342648505
25181598,164815285,43.7996,-79.29922,L'Amoreaux,55.0,Private room,Private room in home,2,1.0,2.0,1 shared bath,28,315,11,4.64,f,f,Unknown,10,0.12,55.0,4.007333185232471,4.007333185232471
25192161,150609715,43.64032149846096,-79.53753093170535,Islington-City Centre West,121.0,Entire home/apt,Entire condo,3,1.0,1.0,1 bath,28,225,138,4.99,f,f,STR-2010-FZRRPD,1,1.53,121.0,4.795790545596741,4.795790545596741
25212559,115442293,43.6386,-79.4006,Niagara,581.0,Entire home/apt,Entire rental unit,6,2.0,1.0,2 baths,28,365,5,5.0,t,f,STR-2108-HCPPHJ,6,0.06,581.0,6.364750756851911,6.364750756851911
25213036,115442293,43.63999185535955,-79.39955230659699,Waterfront Communities-The Island,83.0,Private room,Private room in rental unit,2,1.0,1.0,1 private bath,28,90,0,4.89,t,f,STR-2108-HCPPHJ,6,0.87,83.0,4.418840607796598,4.418840607796598
25250805,74285568,43.70733,-79.40215,Yonge-Eglinton,123.0,Entire home/apt,Entire rental unit,4,1.0,3.0,1.5 baths,28,223,79,4.96,f,f,Unknown,2,0.96,123.0,4.812184355372417,4.812184355372417
25253946,79755112,43.65055,-79.40333,Kensington-Chinatown,134.0,Entire home/apt,Entire condo,6,2.0,3.0,2 baths,2,20,235,4.88,f,t,STR-2205-HQVVHK,1,2.59,134.0,4.897839799950911,4.897839799950911
25260120,29628921,43.65406,-79.41225,Trinity-Bellwoods,64.0,Private room,Private room in home,1,1.0,2.0,1 private bath,28,70,61,4.89,f,f,Unknown,1,0.68,64.0,4.1588830833596715,4.1588830833596715
25294111,191068536,43.642218106523806,-79.39915199896326,Waterfront Communities-The Island,177.0,Entire home/apt,Entire condo,8,3.0,3.0,2 baths,28,39,239,4.92,f,t,STR-2111-FHTKVB,1,2.67,177.0,5.176149732573829,5.176149732573829
25339505,140142413,43.69173,-79.43814,Oakwood Village,109.0,Entire home/apt,Entire rental unit,2,2.0,3.0,1 bath,2,75,71,4.86,f,f,STR-2503-JGMHPZ,2,0.79,109.0,4.6913478822291435,4.6913478822291435
25369130,6980599,43.63968,-79.39608,Waterfront Communities-The Island,268.0,Entire home/apt,Entire condo,4,2.0,3.0,1 bath,28,270,0,4.89,f,f,Unknown,1,0.87,268.0,5.5909869805108565,5.5909869805108565
25422721,130983449,43.6808,-79.57146,Willowridge-Martingrove-Richview,60.0,Private room,Private room in home,2,1.0,1.0,1 private bath,28,365,37,4.38,t,f,Unknown,1,0.41,60.0,4.0943445622221,4.0943445622221
25423872,191919805,43.78012,-79.42285,Newtonbrook West,55.0,Private room,Private room in home,1,1.0,1.0,2 shared baths,28,180,20,4.85,f,t,Unknown,2,0.22,55.0,4.007333185232471,4.007333185232471
25427559,12931053,43.65797,-79.42113,Palmerston-Little Italy,1700.0,Entire home/apt,Entire home,6,2.0,3.0,1 bath,28,90,65,4.85,f,f,Unknown,2,0.72,900.0,7.438383530044307,6.802394763324311
25476703,137701267,43.77476,-79.21084,Morningside,57.0,Private room,Private room in home,2,1.0,2.0,1 shared bath,1,179,29,4.66,f,f,STR-2306-FRWRVQ,2,0.38,57.0,4.04305126783455,4.04305126783455
25505639,21382885,43.65404,-79.36983,Moss Park,68.0,Entire home/apt,Entire rental unit,2,0.0,1.0,1 bath,28,266,74,4.32,t,f,Unknown,2,0.83,68.0,4.219507705176107,4.219507705176107
25508000,512044740,43.6421649,-79.3816248,Waterfront Communities-The Island,291.0,Entire home/apt,Entire condo,5,2.0,3.0,2 baths,2,160,254,4.88,f,f,STR-2301-HDLVHW,1,2.81,291.0,5.673323267171493,5.673323267171493
25509408,100510038,43.66075,-79.33309,South Riverdale,238.0,Entire home/apt,Entire bungalow,2,1.0,1.0,1 bath,3,352,35,4.91,f,t,STR-2012-FRYXVC,1,1.17,238.0,5.472270673671475,5.472270673671475
25517185,579683,43.64875,-79.40575,Trinity-Bellwoods,65.0,Entire home/apt,Entire guesthouse,4,1.0,2.0,1 bath,28,257,78,4.23,t,f,Str-1234-abcdef,4,0.86,65.0,4.174387269895637,4.174387269895637
25550382,22301317,43.76892,-79.41933,Willowdale West,78.0,Private room,Private room in bungalow,1,1.0,2.0,1 private bath,2,336,97,4.85,f,t,STR-2011-HKQKVK,3,1.09,78.0,4.356708826689592,4.356708826689592
25566387,230968261,43.63941,-79.41475,Niagara,104.0,Private room,Private room in condo,1,1.0,1.0,1 private bath,3,38,83,4.81,f,f,STR-2404-HGXHHW,1,0.93,104.0,4.6443908991413725,4.6443908991413725
25567539,182838537,43.65118,-79.36724,Moss Park,183.0,Entire home/apt,Entire condo,1,1.0,1.0,2 baths,28,270,13,4.85,f,f,Unknown,1,0.14,183.0,5.209486152841421,5.209486152841421
25574659,2745245,43.64808,-79.41664,Trinity-Bellwoods,137.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,2,15,199,4.8,f,Unknown,STR-2009-GLXRPG,1,2.2,137.0,4.919980925828125,4.919980925828125
25608798,40064049,43.71577,-79.5653,Rexdale-Kipling,43.0,Private room,Private room in bungalow,2,1.0,1.0,2 shared baths,30,255,57,4.93,f,t,STR-2009-HLFXPL,3,0.64,43.0,3.7612001156935624,3.7612001156935624
25675740,2134070,43.63940132063146,-79.42534806517955,South Parkdale,53.0,Private room,Private room in rental unit,2,1.0,1.0,1 private bath,28,146,41,4.95,f,t,Unknown,2,0.45,53.0,3.970291913552122,3.970291913552122
25680116,33528579,43.68053,-79.32388,Greenwood-Coxwell,173.0,Entire home/apt,Entire guest suite,4,1.0,3.0,1 bath,28,245,69,4.88,f,f,STR-2010-GQCKPG,2,0.77,173.0,5.153291594497779,5.153291594497779
25681365,24149908,43.65063672009082,-79.3994090424339,Kensington-Chinatown,136.0,Entire home/apt,Entire rental unit,3,1.0,1.0,2 baths,28,301,4,5.0,f,f,Unknown,1,0.19,136.0,4.912654885736052,4.912654885736052
25684935,190370345,43.81281,-79.33507,Steeles,91.0,Entire home/apt,Entire guest suite,3,2.0,2.0,1 bath,28,364,74,4.51,f,t,STR-2012-HFQKVJ,2,0.82,91.0,4.51085950651685,4.51085950651685
25720243,193455771,43.68963,-79.29793,East End-Danforth,134.0,Entire home/apt,Entire serviced apartment,4,2.0,4.0,1 bath,28,129,160,4.8,f,f,STR-2010-GPYXPG,1,1.8,134.0,4.897839799950911,4.897839799950911
25728098,84721968,43.64516,-79.44499,Roncesvalles,80.0,Entire home/apt,Entire rental unit,2,1.0,0.0,1 bath,28,337,76,4.89,f,t,Unknown,23,0.85,80.0,4.382026634673881,4.382026634673881
25778999,158449273,43.72293,-79.23199,Cliffcrest,142.0,Entire home/apt,Entire guest suite,4,2.0,2.0,2 baths,28,365,30,4.8,f,f,Unknown,1,0.33,142.0,4.955827057601261,4.955827057601261
25779097,103277486,43.76026,-79.23312,Woburn,51.0,Private room,Private room in guest suite,1,1.0,1.0,1 private bath,31,362,121,4.73,f,t,Unknown,1,1.34,51.0,3.9318256327243257,3.9318256327243257
25832723,191776290,43.81234,-79.22485,Malvern,45.0,Private room,Private room in townhouse,1,1.0,1.0,1 shared bath,28,89,13,4.69,f,f,Unknown,2,0.17,45.0,3.8066624897703196,3.8066624897703196
25843940,175529316,43.69803,-79.51321,Weston,100.0,Private room,Private room in rental unit,2,1.0,2.0,1 private bath,28,269,8,4.25,f,f,Unknown,2,0.09,100.0,4.605170185988092,4.605170185988092
25872744,194392795,43.69482,-79.45171,Caledonia-Fairbank,87.0,Entire home/apt,Entire guest suite,2,1.0,1.0,1 bath,3,320,213,4.85,t,t,STR-2405-GYCDVV,1,2.38,87.0,4.465908118654584,4.465908118654584
25873639,85507924,43.65087,-79.40622,Trinity-Bellwoods,139.0,Private room,Private room in townhouse,2,1.0,2.0,1 shared bath,28,365,15,4.67,f,f,Unknown,6,0.17,139.0,4.9344739331306915,4.9344739331306915
25892515,194562487,43.69179,-79.43755,Oakwood Village,60.0,Entire home/apt,Entire rental unit,2,0.0,1.0,0 baths,28,232,34,4.94,f,t,Unknown,1,0.38,60.0,4.0943445622221,4.0943445622221
25904215,109770464,43.64385,-79.39182,Waterfront Communities-The Island,95.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,246,96,4.96,f,t,Unknown,1,1.09,95.0,4.553876891600541,4.553876891600541
25914624,151604271,43.68029,-79.40579,Casa Loma,212.0,Entire home/apt,Entire place,2,1.0,1.0,1 bath,30,178,21,5.0,f,f,STR-2009-HTQKPL,2,0.25,212.0,5.356586274672012,5.356586274672012
25915850,2779481,43.65056,-79.43154,Little Portugal,85.0,Private room,Private room in rental unit,1,0.0,1.0,0 shared baths,28,89,1,5.0,f,f,Unknown,1,0.01,85.0,4.442651256490317,4.442651256490317
25971520,192511923,43.70105,-79.29707,O'Connor-Parkview,62.0,Entire home/apt,Entire rental unit,1,1.0,1.0,1 bath,28,88,8,5.0,f,f,Unknown,1,0.09,62.0,4.127134385045092,4.127134385045092
26008774,187782980,43.70128,-79.39565,Mount Pleasant West,98.0,Entire home/apt,Entire rental unit,2,2.0,3.0,1 bath,28,217,86,4.78,f,t,STR-2009-FPSXPC,3,0.98,98.0,4.584967478670572,4.584967478670572
26040636,65395431,43.65871,-79.39559,Kensington-Chinatown,204.0,Entire home/apt,Entire loft,3,1.0,1.0,1 bath,1,9,130,4.86,f,t,STR-2308-GCBPHR,1,1.5,204.0,5.318119993844216,5.318119993844216
26042659,98407572,43.66304,-79.32618,Greenwood-Coxwell,52.0,Private room,Private room in townhouse,2,1.0,1.0,1 private bath,28,314,281,4.88,f,t,STR-2010-JCVDPM,3,3.12,52.0,3.9512437185814275,3.9512437185814275
26098882,92357210,43.77792,-79.42049,Willowdale West,32.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,30,81,38,4.84,f,f,Unknown,3,0.42,32.0,3.4657359027997265,3.4657359027997265
26102101,24902175,43.67148,-79.40934,Annex,73.0,Private room,Private room in home,2,0.0,1.0,1 private bath,3,77,331,4.96,f,t,STR-2204-FGSHHB,1,3.68,73.0,4.290459441148391,4.290459441148391
26109237,98936688,43.78657,-79.40682,Newtonbrook East,90.0,Entire home/apt,Entire home,6,2.0,4.0,1 bath,28,31,45,4.49,t,f,Unknown,1,0.5,90.0,4.499809670330265,4.499809670330265
26138287,22932234,43.66581,-79.36531,Cabbagetown-South St.James Town,95.0,Entire home/apt,Entire townhouse,2,0.0,1.0,1 bath,31,220,38,4.87,f,t,Unknown,4,0.43,95.0,4.553876891600541,4.553876891600541
26138370,47945427,43.63566,-79.40508,Niagara,113.0,Entire home/apt,Entire condo,4,2.0,2.0,1 bath,28,311,84,4.96,f,f,STR-2012-HPDVHK,1,0.97,113.0,4.727387818712341,4.727387818712341
26168393,53023793,43.64973,-79.47572,High Park-Swansea,110.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,28,193,59,4.95,f,f,Unknown,1,0.67,110.0,4.700480365792417,4.700480365792417
26183203,67672523,43.65434,-79.36116,Moss Park,445.0,Entire home/apt,Entire home,4,2.0,2.0,1 bath,2,313,237,4.99,f,t,STR-2012-HMPHHK,1,2.67,445.0,6.09807428216624,6.09807428216624
26214070,90115034,43.63904,-79.47819,High Park-Swansea,53.0,Private room,Private room in home,1,1.0,1.0,1.5 shared baths,31,71,54,4.81,f,f,Unknown,9,0.6,53.0,3.970291913552122,3.970291913552122
26230502,23199693,43.77365862938613,-79.43918589502573,Willowdale West,176.0,Entire home/apt,Entire bungalow,7,3.0,3.0,1 bath,28,219,102,4.77,f,f,Unknown,2,1.14,176.0,5.170483995038151,5.170483995038151
26236700,958382,43.65491,-79.40182,Kensington-Chinatown,78.0,Private room,Private room in home,2,1.0,1.0,1.5 shared baths,3,295,146,4.94,f,t,STR-2012-GVPHHH,3,1.63,78.0,4.356708826689592,4.356708826689592
26259969,90115034,43.63905,-79.47588,High Park-Swansea,51.0,Private room,Private room in bungalow,1,1.0,1.0,1.5 shared baths,31,71,55,4.84,f,f,Unknown,9,0.61,51.0,3.9318256327243257,3.9318256327243257
26260375,90115034,43.64023,-79.47585,High Park-Swansea,56.0,Private room,Private room in bungalow,2,1.0,1.0,1.5 shared baths,31,71,43,4.81,f,f,Unknown,9,0.48,56.0,4.02535169073515,4.02535169073515
26276283,136724699,43.68483,-79.42829,Humewood-Cedarvale,70.0,Entire home/apt,Entire home,1,1.0,1.0,1 bath,28,184,30,5.0,f,t,Unknown,3,0.34,70.0,4.248495242049359,4.248495242049359
26321136,195885330,43.76661,-79.38326,Bayview Village,117.0,Entire home/apt,Entire condo,2,2.0,2.0,2 baths,180,270,0,4.89,f,f,Unknown,1,0.87,117.0,4.762173934797756,4.762173934797756
26340368,81151274,43.64185,-79.38062,Waterfront Communities-The Island,166.0,Entire home/apt,Entire condo,5,2.0,4.0,2 baths,28,133,216,4.68,f,f,STR-2206-GRRDVG,1,2.44,166.0,5.111987788356544,5.111987788356544
26348407,92635593,43.67349,-79.40258,Annex,75.0,Private room,Private room in rental unit,4,1.0,1.0,0 shared baths,28,315,10,4.7,t,t,Unknown,4,0.13,75.0,4.31748811353631,4.31748811353631
26355178,74582,43.66173,-79.40951,University,65.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,28,365,68,4.68,f,t,STR-2012-HSGBHL,4,0.76,65.0,4.174387269895637,4.174387269895637
26356801,17772918,43.64147,-79.381,Waterfront Communities-The Island,444.0,Entire home/apt,Entire condo,5,2.0,2.0,1 bath,1,168,23,4.91,t,t,STR-2107-JDBPHM,1,1.29,444.0,6.095824562432225,6.095824562432225
26366179,102145933,43.69127,-79.30436,Woodbine-Lumsden,126.0,Private room,Private room in home,3,3.0,3.0,2 shared baths,28,270,8,4.75,f,f,Unknown,1,0.09,126.0,4.836281906951478,4.836281906951478
26383614,198393365,43.6398,-79.45193,High Park-Swansea,81.0,Private room,Private room in home,2,1.0,1.0,2 shared baths,1,358,319,4.89,f,t,STR-2012-GMMBHG,4,3.55,81.0,4.394449154672439,4.394449154672439
26395861,71594994,43.74681854248047,-79.2082748413086,Guildwood,53.0,Private room,Private room in townhouse,2,1.0,2.0,1.5 shared baths,1,365,48,4.46,f,f,STR-2009-GLJKPG,4,0.54,53.0,3.970291913552122,3.970291913552122
26442366,7901401,43.64286,-79.38073,Waterfront Communities-The Island,123.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,353,94,4.98,f,t,Unknown,1,1.09,123.0,4.812184355372417,4.812184355372417
26445173,120262823,43.6446418762207,-79.3889389038086,Waterfront Communities-The Island,142.0,Entire home/apt,Entire condo,5,2.0,2.0,2 baths,1,135,334,4.71,f,f,STR-2012-HWKVHL,1,3.73,142.0,4.955827057601261,4.955827057601261
26456004,94325307,43.65883,-79.40954,Palmerston-Little Italy,40.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,28,253,56,4.79,f,t,STR-2012-JDRVHM,4,0.63,40.0,3.6888794541139363,3.6888794541139363
26474360,187471657,43.79436,-79.41078,Newtonbrook East,87.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,269,33,4.91,f,t,Unknown,1,0.37,87.0,4.465908118654584,4.465908118654584
26489621,64470479,43.65114,-79.41255,Trinity-Bellwoods,104.0,Private room,Private room in guesthouse,2,1.0,1.0,1 private bath,2,276,248,4.72,t,t,STR-2010-GTLXVH,2,2.77,104.0,4.6443908991413725,4.6443908991413725
26501248,44450490,43.76504,-79.2487,Woburn,150.0,Entire home/apt,Entire bungalow,6,3.0,4.0,1.5 baths,28,81,39,4.46,f,t,Unknown,1,0.44,150.0,5.0106352940962555,5.0106352940962555
26551803,38749053,43.64282,-79.37839,Waterfront Communities-The Island,341.0,Entire home/apt,Entire condo,3,1.0,1.0,1 bath,28,270,2,5.0,f,f,Unknown,1,0.02,341.0,5.831882477283517,5.831882477283517
26563646,84721968,43.64717,-79.44294,Roncesvalles,76.0,Entire home/apt,Entire rental unit,3,0.0,2.0,1 bath,28,354,67,4.84,f,t,Unknown,23,0.76,76.0,4.330733340286331,4.330733340286331
26569660,199790529,43.64856,-79.39086,Waterfront Communities-The Island,98.0,Entire home/apt,Entire rental unit,4,2.0,2.0,2 baths,31,168,40,4.88,f,t,Unknown,1,0.46,98.0,4.584967478670572,4.584967478670572
26660599,4190833,43.65247937925586,-79.42765561041679,Little Portugal,85.0,Entire home/apt,Entire rental unit,2,1.0,2.0,2 baths,28,298,6,5.0,t,f,Unknown,1,0.3,85.0,4.442651256490317,4.442651256490317
26662976,141166875,43.69704,-79.53573,Kingsview Village-The Westway,84.0,Private room,Private room in home,4,1.0,2.0,1 private bath,1,309,537,4.94,f,t,STR-2009-GQYXPG,3,6.01,84.0,4.430816798843313,4.430816798843313
26730611,89935433,43.76907,-79.17682,West Hill,239.0,Entire home/apt,Entire townhouse,5,2.0,2.0,1.5 baths,3,168,31,4.77,f,f,STR-2108-HVYBHL,1,0.62,239.0,5.476463551931511,5.476463551931511
26738411,8963528,43.66522,-79.43706,Dovercourt-Wallace Emerson-Junction,60.0,Entire home/apt,Entire home,4,1.0,2.0,1 bath,28,73,6,4.5,f,t,Unknown,2,0.07,60.0,4.0943445622221,4.0943445622221
26741649,201078255,43.65534,-79.37993,Church-Yonge Corridor,276.0,Entire home/apt,Entire condo,4,2.0,2.0,2 baths,1,354,150,4.75,f,f,STR-2109-JDYBHM,1,1.74,276.0,5.62040086571715,5.62040086571715
26742439,177150883,43.6615,-79.36818,Moss Park,124.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,59,59,4.8,f,t,Unknown,3,0.66,124.0,4.820281565605037,4.820281565605037
26743230,201089891,43.64381,-79.39167,Waterfront Communities-The Island,90.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,46,62,4.84,f,t,Unknown,3,0.71,90.0,4.499809670330265,4.499809670330265
26746164,201103629,43.670394,-79.394303,Annex,398.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,2,350,191,4.99,f,t,STR-2010-HRHDPK,2,2.15,398.0,5.986452005284438,5.986452005284438
26782481,846505,43.67085,-79.39314,Annex,194.0,Entire home/apt,Entire condo,2,0.0,1.0,1 bath,1,179,220,4.85,f,Unknown,STR-2009-GMQKPG,47,2.54,194.0,5.267858159063328,5.267858159063328
26817665,8761378,43.68475,-79.46673,Keelesdale-Eglinton West,81.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,60,168,5,4.8,f,f,Unknown,2,0.06,81.0,4.394449154672439,4.394449154672439
26865556,21842077,43.63813,-79.41916,Niagara,166.0,Entire home/apt,Entire rental unit,8,3.0,5.0,1 bath,28,166,69,4.77,f,f,Unknown,1,0.78,166.0,5.111987788356544,5.111987788356544
26873071,4976043,43.65657,-79.40471,Kensington-Chinatown,65.0,Private room,Private room in home,2,1.0,2.0,1 shared bath,28,179,6,4.67,f,t,Unknown,4,0.07,65.0,4.174387269895637,4.174387269895637
26876796,202147429,43.73908,-79.56992,Thistletown-Beaumond Heights,192.0,Entire home/apt,Entire bungalow,8,3.0,3.0,1 bath,1,179,100,4.82,f,t,STR-2010-GKXRPG,1,1.13,192.0,5.2574953720277815,5.2574953720277815
26889738,202268150,43.79703,-79.17083,Highland Creek,377.0,Entire home/apt,Entire home,8,0.0,4.0,3.5 baths,28,263,0,4.89,t,f,Unknown,1,0.87,377.0,5.932245187448011,5.932245187448011
26941295,201259834,43.75147,-79.59145,Mount Olive-Silverstone-Jamestown,86.0,Private room,Private room in home,2,1.0,1.0,1 private bath,1,269,24,4.92,t,f,STR-2501-JFQSBZ,3,0.27,86.0,4.454347296253507,4.454347296253507
26941541,201259834,43.75161,-79.59191,Mount Olive-Silverstone-Jamestown,85.0,Private room,Private room in home,2,1.0,1.0,1 private bath,1,47,17,5.0,t,f,STR-2501-JFQSBZ,3,0.19,85.0,4.442651256490317,4.442651256490317
26959390,194094904,43.66268,-79.5004,Lambton Baby Point,66.0,Entire home/apt,Entire rental unit,2,0.0,1.0,1 bath,30,269,45,4.8,f,f,STR-2012-GBBHHD,1,0.51,66.0,4.189654742026425,4.189654742026425
27021289,114088230,43.76304,-79.56822,Humber Summit,147.0,Private room,Private room in home,6,1.0,4.0,1 private bath,1,342,128,4.79,f,f,STR-2012-FWQPHD,1,1.44,147.0,4.990432586778736,4.990432586778736
27028688,13029718,43.70229,-79.32777,O'Connor-Parkview,232.0,Entire home/apt,Entire home,6,4.0,6.0,2 baths,2,152,77,4.87,f,t,STR-2011-FGSXVB,1,0.88,232.0,5.44673737166631,5.44673737166631
27029126,202845705,43.6572,-79.44482,Dufferin Grove,130.0,Entire home/apt,Entire condo,4,1.0,1.0,1 bath,28,365,38,4.84,f,f,Unknown,2,0.43,130.0,4.867534450455582,4.867534450455582
27030294,91382108,43.75314,-79.41855,Lansing-Westgate,126.0,Entire home/apt,Entire guesthouse,1,0.0,1.0,1 bath,29,269,6,5.0,f,f,Unknown,3,0.07,126.0,4.836281906951478,4.836281906951478
27061985,203629691,43.80352,-79.25676,Agincourt North,30.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,28,315,30,4.67,f,f,Unknown,2,0.34,32.0,3.4011973816621555,3.4657359027997265
27080392,199771941,43.64413,-79.39115,Waterfront Communities-The Island,562.0,Entire home/apt,Entire condo,5,1.0,1.0,2 baths,28,365,30,4.73,f,f,Unknown,1,0.34,562.0,6.331501849893691,6.331501849893691
27083688,16459279,43.64342790000001,-79.4361255,Roncesvalles,212.0,Entire home/apt,Entire rental unit,4,2.0,2.0,1 bath,3,327,92,4.8,f,t,STR-2504-GLLBPT,1,1.04,212.0,5.356586274672012,5.356586274672012
27084537,79182995,43.74784,-79.20223,Guildwood,214.0,Entire home/apt,Entire bungalow,4,3.0,3.0,1 bath,28,285,46,4.74,f,f,STR-2012-HKHHHK,1,0.52,214.0,5.365976015021851,5.365976015021851
27094044,29395026,43.82055,-79.20218,Rouge,90.0,Entire home/apt,Entire rental unit,5,2.0,3.0,1 bath,28,269,42,4.52,f,f,STR-2507-GBYFBR,5,0.47,90.0,4.499809670330265,4.499809670330265
27126601,7033110,43.66137779781929,-79.42843249609417,Palmerston-Little Italy,64.0,Private room,Private room in home,2,1.0,1.0,1 private bath,28,269,0,4.89,f,f,Unknown,1,0.87,64.0,4.1588830833596715,4.1588830833596715
27127495,55442,43.6628,-79.387,Bay Street Corridor,580.0,Entire home/apt,Entire condo,7,2.0,4.0,2 baths,28,270,1,4.0,f,f,Unknown,14,0.01,580.0,6.363028103540465,6.363028103540465
27162299,204508588,43.63912,-79.39719,Waterfront Communities-The Island,191.0,Entire home/apt,Entire condo,4,1.0,1.0,1 bath,28,90,57,4.89,f,f,Unknown,1,0.64,191.0,5.25227342804663,5.25227342804663
27197323,33699825,43.79107,-79.42904,Newtonbrook West,180.0,Entire home/apt,Entire bungalow,3,2.0,2.0,1 bath,28,363,1,5.0,f,f,Unknown,3,0.01,180.0,5.19295685089021,5.19295685089021
